"timestamp","row_number","ward","div","precinct","obs","log_obs","precinct_num","minute"
"11/5/2019 9:47:29",167,"39","43","3943",40,3.68887945411394,960,167
"11/5/2019 9:48:25",168,"02","21","0221",31,3.43398720448515,42,120
"11/5/2019 9:48:48",169,"63","01","6301",36,3.58351893845611,1592,150
"11/5/2019 9:49:01",170,"08","23","0823",61,4.11087386417331,194,100
"11/5/2019 9:49:27",171,"39","07","3907",34,3.52636052461616,924,120
"11/5/2019 9:50:23",172,"05","34","0534",43,3.76120011569356,127,167
"11/5/2019 9:50:57",173,"18","17","1817",34,3.52636052461616,415,65
"11/5/2019 9:51:17",174,"60","08","6008",28,3.3322045101752,1522,135
"11/5/2019 9:51:54",175,"14","01","1401",53,3.97029191355212,322,105
"11/5/2019 9:52:44",176,"39","26","3926",57,4.04305126783455,943,150
"11/5/2019 9:53:15",177,"05","32","0532",59,4.07753744390572,125,160
"11/5/2019 9:54:02",178,"05","17","0517",75,4.31748811353631,110,170
"11/5/2019 9:55:17",179,"08","22","0822",1,0,193,5
"11/5/2019 9:55:43",180,"08","32","0832",63,4.14313472639153,203,175
"11/5/2019 9:55:56",181,"39","46","3946",87,4.46590811865458,963,165
"11/5/2019 9:56:39",182,"31","01","3101",53,3.97029191355212,687,176
"11/5/2019 9:56:43",183,"08","26","0826",70,4.24849524204936,197,176
"11/5/2019 9:59:53",184,"30","07","3007",104,4.64439089914137,676,175
"11/5/2019 10:00:25",185,"46","22","4622",37,3.61091791264422,1156,75
"11/5/2019 10:00:25",186,"02","15","0215",60,4.0943445622221,36,172
"11/5/2019 10:01:17",187,"05","09","0509",3,1.09861228866811,102,5
"11/5/2019 10:02:29",188,"48","08","4808",44,3.78418963391826,1179,180
"11/5/2019 10:03:10",190,"15","03","1503",90,4.49980967033027,335,182
"11/5/2019 10:05:10",191,"34","34","3434",18,2.89037175789616,794,46
"11/5/2019 10:06:10",192,"18","11","1811",40,3.68887945411394,409,70
