"warddiv","n_apps","n_req","n_mailed","n_ret","n_reg","turnout_16"
"02-27",464.592829634555,464.592829634555,452.750278447344,352.255399939046,770,592.765952746442
"02-28",434.417046241654,434.417046241654,421.94951514144,299.799469426205,725,463.798120209451
"02-29",444.785855983155,444.785855983155,432.279381043416,344.870865541795,717,621.113491255382
"03-01",219.242378723673,219.242378723673,208.733471422849,132.801147934982,629,388
"03-02",251.85850462758,251.85850462758,241.177111926296,157.379452069235,599,458
"03-03",288.02732591234,288.02732591234,273.270189530496,180.880939430354,617,484
"03-04",323.166565471296,323.166565471296,313.478342082516,224.109780110893,666,501
"03-05",195.484867075665,195.484867075665,185.837627811861,112.461145194274,522,373
"03-06",249.125720489954,249.125720489954,241.299165138195,164.603110703519,575,412
"03-07",226.633249003858,226.633249003858,222.726396179875,153.113705647967,558,390
"03-08",243.008513060527,243.008513060527,232.342805641642,161.664748171104,600,402
"03-09",276.313350410052,276.313350410052,264.811779773575,179.153141272953,605,472
"03-10",241.866050007379,241.866050007379,232.552397065334,157.127305884089,523,406
"03-11",279.696683743385,279.696683743385,265.528446440242,188.203141272953,600,424
"03-12",238.294533341766,238.294533341766,229.126549027049,158.435968629435,588,400
"03-13",183.968204625472,183.968204625472,179.578808002867,107.412126578542,499,363
"03-14",255.128403221386,255.128403221386,251.291728332595,163.340016444248,600,472
"03-15",233.742923702907,233.742923702907,226.331011110408,161.573825184998,566,419
"03-16",267.687532941201,267.687532941201,258.665470242236,192.160792064596,683,536
"03-17",275.298834145005,275.298834145005,267.380343853435,185.620313916472,611,463
"03-18",267.516033141484,267.516033141484,253.171009634643,175.973380347016,628,481
"03-19",271.046138764152,271.046138764152,261.530906752683,171.913797356271,654,490
"03-20",204.354224906711,204.354224906711,200.712551388274,138.60001370354,512,365
"03-21",168.035687924417,167.702354591084,161.766349276646,110.352671981104,418,334
"03-22",198.651971825045,198.651971825045,191.222312202117,128.946326289595,531,423
"04-01",200.82990394969,200.82990394969,196.33541152085,130.136699874092,495,419
"04-02",267.788585452178,267.788585452178,258.872013415526,160.180687416912,663,485
"04-03",295.659613593257,295.659613593257,283.808089233808,168.203315825505,706,493
"04-04",200.545514435286,200.545514435286,195.214975161534,124.678129014124,507,355
"04-05",259.655749882924,259.655749882924,249.136493678239,155.594711023912,592,443
"04-06",299.219937362242,299.219937362242,284.727496234355,180.095660554911,700,492
"04-07",282.3809885082,282.3809885082,270.891304115838,180.242864553575,704,559
"04-08",284.570969699799,284.570969699799,277.669894330579,181.294777667358,638,488
"04-09",243.994670315151,243.994670315151,231.077179474622,153.36278387729,570,480
"04-10",260.825223166992,260.825223166992,249.607410941508,168.975588517069,567,447
"04-11",289.962811628626,289.962811628626,281.312882129262,182.178850217266,682,475
"04-12",213.527338211068,213.527338211068,206.214031489621,122.548861806422,555,409
"04-13",270.55773695584,270.55773695584,264.853860335394,179.934554100832,699,515
"04-14",266.941455156256,266.941455156256,256.38581020807,165.384615378729,582,433
"04-15",268.670782383615,268.670782383615,256.941590427013,164.432927954676,669,486
"04-16",249.161252265424,249.161252265424,234.907500886784,149.27550386019,643,471
"04-17",262.608951523246,262.608951523246,253.114734564935,162.017855102318,581,420
"04-18",282.152195577879,282.152195577879,270.004022430289,184.552107035474,589,466
"04-19",155.602542302228,155.602542302228,151.162485187828,102.066180838552,435,311
"04-20",205.494565016819,205.494565016819,197.681351670413,132.450869258639,572,509
"04-21",281.551472223668,281.551472223668,268.70609952935,195.208868940916,526,426
"05-01",441.678019283518,441.678019283518,438.723454686504,355.24076136647,618,422.109589041095
"05-02",581.929772294588,581.929772294588,567.231695105105,435.864901187804,857,645
"05-03",546.033776632588,546.033776632588,535.510260992436,440.827847505056,777,614.220555138785
"05-04",638.640794218111,638.640794218111,616.573142595913,481.142195360398,1041,795
"05-05",529.299322583326,529.299322583326,516.217288670933,382.097966364669,865,689
"05-06",616.126680039274,616.126680039274,594.222825678063,467.235154980791,962,777
"05-07",531.797060676923,531.797060676923,510.883538655858,397.648857646925,781,611
"05-08",636.266690056964,636.266690056964,614.367760073122,474.667547221413,968,784
"05-09",1124.90651194884,1124.90651194884,1061.3549288755,771.959829592685,2376,1035
"05-10",679.324625273599,679.324625273599,656.464164796498,490.63097652493,1052,714.140200732966
"05-11",713.575869444354,713.575869444354,679.940784288446,513.556778577477,986,806
"05-12",438.180125548682,438.180125548682,425.714090583453,338.733446335063,623,363.018549747049
"05-13",331.673379879755,331.673379879755,322.197994070872,221.879423988031,649,342.232855280313
"05-14",480.913138555127,480.913138555127,463.753345667217,353.195561511085,709,594
"05-15",388.799873137783,388.799873137783,370.054341887961,256.357875743601,661,464
"05-16",428.218517441055,428.218517441055,417.243256310088,305.277096666944,678,493.650060753341
"05-17",531.004608185621,531.004608185621,516.89625221029,362.850226419977,938,549.315555555556
"05-18",848.472403631887,848.472403631887,828.130315138274,664.25311219825,1227,969
"05-19",757.53006400133,757.53006400133,741.630575180783,604.640457983543,1031,787.779444861215
"05-20",289.572326893076,289.572326893076,274.980001200048,187.839147565903,519,376
"05-21",510.698011200858,510.698011200858,493.840604033048,347.08597644,898,489.354898336414
"05-22",436.637500522476,436.637500522476,421.09470680331,319.597860140691,651,515
"05-23",741.840459618385,741.840459618385,712.167512700508,494.932367294692,1242,787
"05-24",360.690686559721,360.690686559721,346.153745878702,242.634003823456,691,356.299087353324
"05-25",478.263142437592,478.263142437592,456.187591776799,299.210279001468,820,419.124882629108
"05-26",597.077915978959,597.077915978959,577.558518865946,399.796206427048,981,581.442374051069
"05-27",572.420153072226,572.420153072226,557.94799626022,412.334663358163,960,659.237512786041
"05-28",888.61908960048,888.61908960048,841.184642279998,589.525762219216,1412,595
"05-29",285.846004892171,285.846004892171,270.933218406005,184.715719269647,438,233
"05-30",491.891754770222,491.891754770222,479.617147077488,332.294886451152,955,402.031699422331
"05-31",303.578517005672,303.578517005672,287.981143553756,196.362875864335,625,337.373269625142
"05-32",646.459537517944,646.459537517944,624.102149757561,440.586972841925,1106,616.684444444444
"05-33",389.449276072183,389.449276072183,376.157982305356,236.886747192084,737,639.715341959335
"05-34",435.045736835296,435.045736835296,416.933134946306,291.959352223229,772,349.929759704251
"05-35",355.289215360319,355.289215360319,342.126671376721,232.823043249384,567,430.942481199977
"05-36",373.056649488821,373.056649488821,355.02058155321,258.417712575846,676,652.507026419337
"05-37",397.634987987382,397.634987987382,385.885495010904,280.03577365615,623,642.890410958904
"06-01",347.911990337165,347.911990337165,332.243080779785,222.467701721584,768,506
"06-02",157.663039490973,157.663039490973,152.564019150776,109.615128979833,310,278
"06-03",395.555693469009,395.555693469009,379.613907804745,246.384602974514,887,549
"06-04",240.666068844084,240.666068844084,231.013779599332,135.529395074244,644,511
"06-05",179.702469214027,179.702469214027,171.232440267764,111.344401499336,364,220
"06-06",194.192387433053,194.192387433053,189.319884048208,138.78882306319,410,341
"06-07",232.901567477918,232.901567477918,225.855394298342,158.12635938497,547,400
"06-08",150.327351735627,150.327351735627,144.274829831399,90.3223892042149,352,264
"06-09",152.735664318951,152.735664318951,148.930294475977,92.1988603242782,386,285
"06-10",116.140470613911,116.140470613911,113.08762189704,74.4022678833583,359,238
"06-11",273.342028698745,273.342028698745,261.669991410978,170.540926928843,722,497
"06-12",179.646447357598,179.646447357598,172.425811473569,114.257543536113,394,308
"06-13",158.007958184285,158.007958184285,151.067480882201,99.0968298432559,460,327
"06-14",182.668302897516,182.668302897516,175.356863676887,112.5481378349,521,349
"06-15",202.023764614861,202.023764614861,196.079505623623,117.167512155429,502,349
"06-16",184.470681682263,183.970681682263,177.861623525175,102.576708818828,492,333
"06-17",213.657659532369,213.657659532369,205.39523987381,134.71277387233,568,387
"06-18",270.170547066579,270.170547066579,257.822179573543,168.51013663881,600,432
"07-01",169.491020136972,169.491020136972,152.511489318205,90.9381069201676,496,307
"07-02",110.312697195816,110.312697195816,103.7613836928,52.1021891716924,403,250.417956106187
"07-03",122.343923131964,122.343923131964,114.927885106818,73.3489522641317,399,210.129888268156
"07-04",183.101425942962,183.101425942962,173.247255443116,103.768061944189,593,432
"07-05",279.919906738122,279.919906738122,271.530573200352,131.852857483584,857,558
"07-06",150.630522091286,150.630522091286,142.886067425028,73.5058371421757,638,451.513784461153
"07-07",114.865923881563,114.865923881563,109.310828307608,57.3251592899247,468,269.486215538847
"07-08",160.778579459996,160.778579459996,153.383915246565,83.2617419430207,509,374
"07-09",128.849195884016,128.849195884016,125.891233091417,64.9854935432212,354,247
"07-10",152.960642611333,152.960642611333,147.95494395039,83.4983866571263,633,312
"07-11",177.634427067362,177.634427067362,169.305003577635,91.7323724828785,652,441
"07-12",191.887201559557,191.887201559557,185.185898278355,91.4172515004162,712,491
"07-13",112.567900098811,112.567900098811,105.562600088589,55.4255000170364,424,254
"07-14",135.510782309448,135.510782309448,132.412540461345,66.8248475246175,529,377
"07-15",101.749195884016,101.749195884016,100.87456642475,51.8354935432212,353,239
"07-16",100.498269106273,100.498269106273,94.1932757504515,48.1083222597022,430,270
"07-17",147.21124569832,147.21124569832,141.036519131827,66.3300998330437,481,361.452155625657
"07-18",167.091617382924,167.091617382924,160.013420510799,76.7231852630657,628,398
"07-19",134.042806520543,134.042806520543,130.891498128435,72.6894822408162,529,347
"07-20",91.5497680621876,91.5497680621876,86.8860810541123,44.0878910452047,375,276
"07-21",130.544378002658,130.544378002658,125.309327404682,54.413973218849,557,373
"07-22",108.785222665167,108.785222665167,100.221234113598,52.7899809192817,509,299
"07-23",99.4848403206729,99.4848403206729,96.3148157883208,42.9817869189994,435,263
"08-01",522.047625310406,522.047625310406,503.83930898002,373.212829799738,770,625
"08-02",501.376088693794,501.376088693794,487.92102901255,380.500363490762,724,612
"08-03",690.49580069072,690.49580069072,666.349929977891,522.461112806562,1057,829
"08-04",651.206679473201,651.206679473201,630.227269502457,480.432981745326,960,752
"08-05",433.433160407755,433.433160407755,414.204636569443,302.100014027258,694,396.9231002358
"08-06",524.870972595567,524.870972595567,506.307383822191,403.285059537304,734,616
"08-07",663.934111195676,663.934111195676,641.492892903024,495.467367386008,990,684
"08-08",626.567169360841,626.567169360841,605.985400568536,472.144904056874,938,753
"08-09",751.305864252124,751.305864252124,726.551189216713,565.989735389299,1101,775
"08-10",903.697559852173,903.697559852173,871.679982313336,674.961841338213,1239,776
"08-11",590.600883613477,590.600883613477,568.366004721242,421.793541039177,951,634
"08-12",659.500844977965,659.500844977965,627.240933484637,471.005997265411,988,754
"08-13",484.463924784,484.463924784,468.476432925622,342.696990118499,681,478
"08-14",503.942264738586,503.942264738586,484.475952344967,378.574543079531,760,673.818181818182
"08-15",545.623785157763,545.623785157763,518.675425378168,394.797547153595,842,458.766023646547
"08-16",423.126899966894,423.126899966894,417.056163658315,324.635697552655,566,497
"08-17",610.351739847158,610.351739847158,582.400884931776,431.081715520556,961,583
"08-18",808.311709452919,808.311709452919,783.325570633301,629.023845059069,1093,745
"08-19",566.801583433192,566.801583433192,544.949747294822,416.632383507321,825,647
"08-20",448.525853804688,448.525853804688,435.409491661705,315.283298379371,742,553.23739629866
"08-21",435.280523978654,435.280523978654,423.830302400564,349.485059447341,600,452.03861003861
"08-22",478.616819430223,478.616819430223,462.05524695587,339.582604448752,771,262
"08-23",631.582889997229,631.582889997229,611.544220797213,487.584445631952,898,680
"08-24",469.366126170864,469.366126170864,459.852668743005,362.188077875297,709,576.649583600256
"08-25",908.147986306434,908.147986306434,870.999147634715,635.278681176125,1497,691
"08-26",519.51794608135,519.51794608135,495.400648776272,376.208478574626,830,619.866740088106
"08-27",514.301785921892,514.301785921892,492.269021782457,368.69866941039,766,564
"08-28",491.644352727489,491.644352727489,481.043042061153,387.994383539708,732,595
"08-29",788.670728824376,788.670728824376,776.216765158505,657.494332074133,1040,802
"08-30",880.11398748107,880.11398748107,847.408013114622,629.793434329594,1431,650
"08-31",575.816839993617,575.816839993617,559.852409439411,429.318335910418,861,482.350416399744
"08-32",443.814064136196,443.814064136196,425.624893214295,304.661314336813,732,531.133259911894
"08-33",550.475861347713,550.475861347713,522.625201561392,381.454464668056,838,670.233976353453
"08-34",460.288803991796,460.288803991796,439.085486078067,327.751907437257,713,536.552648372687
"08-35",473.426313365216,473.426313365216,455.347971251525,347.740489325028,744,445.430063236062
"09-01",436.073217179903,436.073217179903,419.605859766921,325.242525275913,609,530
"09-02",412.182743562039,412.182743562039,401.08434887191,316.717759383602,607,531
"09-03",541.619721000231,541.619721000231,525.647102595765,409.991436417895,824,681
"09-04",426.872532221965,426.872532221965,415.605159373312,324.159956008335,651,501
"09-05",449.179902755267,449.179902755267,435.743111831442,332.943769776955,710,543.671641791044
"09-06",498.43276542924,498.43276542924,482.578887216691,388.06260644182,773,651.328358208956
"09-07",436.560320676082,436.560320676082,423.292357412981,335.639181523501,661,556
"09-08",310.773076329397,310.773076329397,304.168700316431,236.188041213244,481,364
"09-09",616.09931890098,616.09931890098,593.003938025778,475.857067608243,880,721
"09-10",562.197845437473,562.197845437473,540.422120604049,418.007109413187,910,694
"09-11",639.605316945795,639.605316945795,617.58581011551,423.411223019732,991,832
"09-12",553.222038280466,553.222038280466,537.830489310797,413.013816855754,829,692
"09-13",419.904540016979,419.904540016979,406.051148028093,320.978617735587,632,559
"09-14",352.603465308328,352.603465308328,345.179586323995,278.29867639114,494,444
"09-15",435.745836227522,435.745836227522,424.726097862159,341.76157289496,613,538
"09-16",402.478440225361,402.478440225361,391.668484217026,283.692822412595,665,491
"09-17",301.346036891256,301.346036891256,288.483962336961,219.954833294744,518,395
"10-01",279.888465729541,279.888465729541,274.738443935927,197.138247793397,568,425
"10-02",374.718971341397,374.718971341397,360.554129889942,271.12055682685,695,547
"10-03",352.965206494497,352.965206494497,336.394704151684,248.143516399695,591,442
"10-04",292.678141004686,292.678141004686,287.329426827939,189.70766590389,546,442
"10-05",292.13186771276,292.13186771276,284.145679415931,209.286651411137,582,443
"10-06",283.944802222949,283.944802222949,278.51373542552,202.817467581998,548,439
"10-07",256.121771820857,256.121771820857,248.309986923831,170.337256183938,531,420
"10-08",257.800381388253,257.800381388253,247.648398169336,169.613882532418,568,425
"10-09",280.628157349896,280.628157349896,274.143167701863,186.461594202899,557,437
"10-10",243.069913915223,243.069913915223,239.509218698921,167.912961752207,497,369
"10-11",341.047836983764,341.047836983764,333.54432276343,216.829361447096,697,443
"10-12",331.591146344121,331.591146344121,320.851471068977,227.111060259344,613,476
"10-13",423.128249972758,423.128249972758,403.126588209655,287.894965675057,722,559
"10-14",376.574545058298,376.574545058298,366.489767898006,268.960106788711,717,542
"10-15",287.418856924921,287.418856924921,275.274610439141,207.809725400458,519,406
"10-16",276.598534379427,276.598534379427,265.529012749264,178.253318077803,582,427
"10-17",273.792933420508,273.792933420508,266.198251062439,180.646109839817,522,420
"10-18",287.987386945625,287.987386945625,275.891070066471,208.907551487414,543,417
"10-19",271.982870219026,271.982870219026,266.340040318187,195.654571210635,513,405
"10-20",322.775607497003,322.775607497003,313.523400893538,203.653541462352,711,473
"10-21",343.698643347499,343.698643347499,332.442840797646,233.54061784897,748,513
"10-22",224.218807889288,224.218807889288,215.833387817369,157.447940503433,433,352
"10-23",303.328135556282,303.328135556282,289.180402092187,208.584134248665,554,428
"10-24",268.38551269478,268.38551269478,250.65989430097,190.295995423341,498,399
"10-25",318.433709273183,318.433709273183,305.449373433584,223.00701754386,561,436
"10-26",300.90408085431,300.90408085431,280.752860411899,208.241876430206,566,466
"10-27",267.857791217173,267.857791217173,256.205372125967,161.566933638444,568,467
"10-28",274.62069303694,274.62069303694,261.362613054375,195.589893211289,503,389
"10-29",348.706979405034,348.706979405034,331.057829355999,236.465478914678,564,456
"11-01",103.533862163084,103.533862163084,97.5338621630843,57.4876322074377,310,247
"11-02",157.56021835551,157.56021835551,149.226885022177,89.7233879222108,505,384
"11-03",125.006908904811,125.006908904811,118.506908904811,68.6892272262027,411,316
"11-04",86.2603332490167,86.2603332490167,82.6483570659802,48.9739285590291,235,143
"11-05",157.118827899872,157.118827899872,151.533833281255,99.086102142138,411,267
"11-06",131.479115022741,131.479115022741,128.985369579558,80.2895757386383,365,255
"11-07",176.174684408052,176.174684408052,172.674684408052,120.877004435346,487,322
"11-08",214.124701467076,214.124701467076,204.291368133743,132.072842033436,556,459
"11-09",253.434575887432,253.434575887432,247.127708547225,164.120175725743,620,401
"11-10",143.437237440544,143.437237440544,137.774638058536,82.1932211922369,379,246
"11-11",158.756482429205,158.756482429205,149.756482429205,99.2099539406346,477,360
"11-12",122.856154492836,122.856154492836,113.975534418538,72.1478588539884,386,278
"11-13",231.657625383828,231.657625383828,218.990958717161,126.956073012624,651,454
"11-14",135.408686099166,135.408686099166,129.196295028792,77.640493053799,390,288
"11-15",113.946625351526,113.946625351526,107.378295663646,64.9583272575773,292,202
"11-16",180.513423204924,180.513423204924,169.505095947347,114.130545429296,467,341
"11-17",111.304466548623,111.304466548623,106.522699892372,70.141833315974,331,259
"11-18",170.002161233205,170.002161233205,164.950499947922,103.802768808805,420,326
"11-19",202.26680313886,202.26680313886,196.433469805527,114.566700784715,545,404
"11-20",194.811327192085,194.811327192085,188.311327192085,111.577831798021,553,425
"12-01",205.328835864064,205.328835864064,195.328127259581,119.457208966016,592,450
"12-02",175.47888647867,175.47888647867,170.324005784526,101.394721619667,525,402
"12-03",197.239334779465,197.239334779465,191.842263195951,98.2098336948662,501,314
"12-04",147.364410701374,147.364410701374,144.569414316703,83.2161026753434,440,311
"12-05",350.4584164859,350.4584164859,336.138467100506,219.385437454808,803,601
"12-06",184.235885755604,184.235885755604,176.344540853218,110.913138105568,498,322
"12-07",255.381062906725,255.381062906725,245.830115690528,166.374432393348,713,451
"12-08",278.465603698689,278.465603698689,269.688736705667,186.744778321703,643,497
"12-09",194.901091829356,194.901091829356,181.575379609544,114.704439624006,546,390
"12-10",201.397592190889,201.397592190889,197.731778741865,113.370231381056,571,430
"12-11",307.966955079084,307.966955079084,293.933526269585,188.215238492022,707,497
"12-12",233.76420824295,233.76420824295,217.919233550253,148.899385394071,615,436
"12-13",215.853181489516,215.853181489516,202.529031091829,122.800795372379,528,404
"12-14",269.470230324883,269.470230324883,257.946281430671,157.00578783956,750,525
"12-15",338.125318543207,338.125318543207,325.64220220116,210.605193903413,697,485
"12-16",305.863273170949,305.863273170949,293.045365314129,187.814767062955,715,518
"12-17",283.461128346419,283.461128346419,269.266553996525,165.402068360935,744,551
"12-18",185.421550747855,185.421550747855,172.323640807918,104.607627677672,553,378
"12-19",175.425915620562,175.425915620562,168.852900656843,112.403437637944,482,332
"12-20",193.11236329549,193.11236329549,184.855390063535,117.761622053258,483,384
"12-21",159.582109047834,159.582109047834,150.811593823725,93.1992714052604,439,341
"12-22",337.685987322749,337.685987322749,325.664744743851,223.485404298163,605,477
"12-23",371.726940894054,371.726940894054,355.581636585475,247.850110355568,678,506
"12-24",207.1987408719,207.1987408719,199.065518638105,125.727592611881,553,336
"13-01",270.83833814434,270.83833814434,259.091783097991,169.577591743916,610,441
"13-02",167.778130750269,167.778130750269,161.157511370343,95.0565878554317,465,342
"13-03",171.067788077631,171.067788077631,165.417689129605,103.050164913377,442,344
"13-04",289.252874948542,289.252874948542,278.767257130954,201.860156680108,597,469
"13-05",283.702332594323,283.702332594323,272.711090362611,196.455244989361,633,440
"13-06",185.719682225562,185.719682225562,179.535522589413,113.638678758661,582,428
"13-07",141.052241581978,141.052241581978,134.134746876565,91.0275705407671,441,337
"13-08",158.316326424331,158.316326424331,152.680081935909,99.7548519251467,443,350
"13-09",177.320385277327,177.320385277327,172.393516548375,99.0098605799991,523,354
"13-10",173.80757105328,173.80757105328,167.841846996758,103.096048030711,420,327
"13-11",213.666522584453,213.666522584453,209.269966670139,135.288704301635,545,369
"13-12",193.402919834739,193.402919834739,188.280113182655,117.36023330903,493,352
"13-13",178.971736451064,178.971736451064,171.496534215186,110.014225948686,505,362
"13-14",215.368662490514,215.368662490514,209.986273503256,144.557156248605,549,432
"13-15",178.54731897967,178.54731897967,168.561491114517,118.154157553033,447,330
"13-16",197.971465273955,197.971465273955,188.876784164348,120.311770103313,529,362
"13-17",244.606938513349,244.606938513349,233.959757664132,155.27307919314,553,402
"13-18",257.655060154118,257.655060154118,248.41329714332,159.589446287837,644,479
"13-19",232.6631573596,232.6631573596,222.939727508543,141.370002132714,617,462
"13-20",172.187222685137,172.187222685137,163.312124605076,101.480719022324,508,370
"13-21",130.232596058942,130.232596058942,125.287913213405,80.6173285520854,389,279
"13-22",331.917010628853,331.917010628853,324.771812212022,208.813425932815,811,536
"13-23",169.32064641084,169.32064641084,160.729819066466,103.864870970782,483,309
"13-24",125.164678654505,125.164678654505,118.711037540732,82.5433701102564,377,260
"13-25",144.200669449115,144.200669449115,133.395883489319,76.9270242187074,467,301
"14-01",590.183902784683,590.183902784683,562.976306195105,388.267800997754,1081,658
"14-02",230.319760790432,230.319760790432,220.009568382735,148.225481019241,526,427
"14-03",259.337977519101,259.337977519101,248.868078723149,169.491413656546,512,383
"14-04",339.160688427537,339.160688427537,321.541693667747,211.622486899476,748,494
"14-05",208.013918556742,208.013918556742,201.070180807232,129.426011040442,405,258
"14-06",127.316484659386,127.316484659386,124.707280291212,70.9396775871035,410,317
"14-07",267.139195567823,267.139195567823,252.714228569143,150.954084163367,628,302
"14-08",59.8589163566543,59.8589163566543,57.9907816312652,42.3370034801392,136,71
"14-09",254.213358534341,254.213358534341,242.241299651986,162.413480539222,501,323
"14-10",323.686349453978,323.686349453978,313.746021840874,203.092485699428,668,476
"14-11",155.209574382975,155.209574382975,141.441383655346,100.953810152406,376,321
"15-01",594.807869082154,594.807869082154,585.396338286661,451.153777159434,873,692
"15-02",529.045053578829,529.045053578829,516.995984054625,408.324959051171,785,648
"15-03",587.299893434373,587.299893434373,567.81056578454,431.187282181833,899,750
"15-04",339.709700432183,339.709700432183,323.4011830758,199.376656207448,514,400
"15-05",404.439435202179,404.439435202179,395.115998658062,315.960928897046,567,474
"15-06",653.734174017721,653.734174017721,641.331462514554,520.274403528506,796,664
"15-07",659.534468059914,659.534468059914,639.439963096718,437.450544668758,1167,636.34309623431
"15-08",434.84471710773,434.84471710773,428.139221084207,337.932797545044,634,507
"15-09",434.430238983285,434.430238983285,424.839515126399,326.44984804531,642,559
"15-10",509.204523118821,509.204523118821,493.12561521915,313.176837763701,937,659.65690376569
"15-11",508.565192508831,508.565192508831,498.323937797249,356.854625737572,782,516
"15-12",395.921484814398,395.921484814398,390.88833895763,313.214979377578,638,501
"15-13",361.877398219959,361.877398219959,355.897714759339,285.750484478914,561,448
"15-14",433.407132989955,433.407132989955,426.912530341602,335.568090501845,606,507
"15-15",329.417360329959,329.417360329959,323.602212223472,244.369666291714,515,421
"15-16",431.951345884396,431.951345884396,420.610385215006,321.651979357843,645,550
"15-17",462.365634558838,462.365634558838,452.065911826811,337.947504588242,673,519
"15-18",508.454186647722,508.454186647722,502.585518915399,379.518009590906,740,600
"15-19",458.531396404397,458.531396404397,449.409944151718,345.826403607444,643,522
"16-01",94.3325656772433,94.3325656772433,87.4992323439099,51.4373080859775,388,250
"16-02",141.56175366769,141.56175366769,135.728420334357,72.8071050835892,486,317
"16-03",114.628198567042,114.628198567042,103.294865233709,65.9695496417605,498,380
"16-04",101.783435687479,101.783435687479,94.9501023541453,53.591692255203,389,284
"16-05",142.801432958035,142.801432958035,134.801432958035,72.033691572842,413,311
"16-06",125.38567360796,125.38567360796,116.774961017152,62.3023741727553,414,277
"16-07",134.846588544519,134.846588544519,123.319647355164,74.9244314240864,414,316
"16-08",129.221678896068,129.221678896068,120.364525608732,72.7619464826781,366,299
"16-09",134.051875479137,134.051875479137,129.192422334173,72.0378125798562,418,283
"16-10",102.6941408389,102.6941408389,86.5068849706129,57.1990234731501,316,225
"16-11",128.337619882035,128.337619882035,123.612540482188,82.8931747422438,396,277
"16-12",149.293003687073,149.293003687073,136.230100755668,92.96827839229,446,299
"16-13",117.061583251196,117.061583251196,107.454156171285,63.0963749863104,394,268
"16-14",71.5166027817326,71.5166027817326,68.9992443324937,36.1527671302888,268,189
"16-15",79.6914823129997,79.6914823129997,77.803295549958,46.4110803854999,335,256
"16-16",71.8415124301829,71.8415124301829,70.0876994122586,40.5485854050305,321,303
"16-17",183.135228760215,183.135228760215,175.236637879333,112.520553999718,511,387
"16-18",182.119227539882,182.119227539882,170.669815281276,118.464315701092,507,399
"17-01",223.018207282913,223.018207282913,213.532633053221,140.385714285714,457,348
"17-02",246.728641456583,246.728641456583,237.592717086835,169.814880952381,473,334
"17-03",280.778711484594,280.778711484594,268.052100840336,176.80119047619,567,429
"17-04",356.030742296919,356.030742296919,337.233753501401,233.166071428571,605,450
"17-05",237.559733893557,237.559733893557,228.021008403361,156.281547619048,499,365
"17-06",220.331512605042,220.331512605042,215.758403361345,147.938095238095,509,436
"17-07",295.241596638655,295.241596638655,288.290616246499,191.542857142857,658,503
"17-08",238.192857142857,238.192857142857,226.035714285714,140.579761904762,527,422
"17-09",200.375140056022,200.375140056022,191.33781512605,124.750595238095,482,350
"17-10",250.335084033613,250.335084033613,241.456022408964,151.272023809524,602,415
"17-11",220.971848739496,220.971848739496,211.115826330532,145.20119047619,511,388
"17-12",302.716316526611,302.716316526611,288.157843137255,199.900595238095,551,438
"17-13",268.082422969188,268.082422969188,257.254201680672,170.264880952381,570,405
"17-14",318.692156862745,318.692156862745,303.4918767507,220.070238095238,641,477
"17-15",180.417086834734,180.417086834734,172.630112044818,107.114285714286,480,357
"17-16",128.31971077368,128.31971077368,121.7140274765,79.2465943600868,335,283
"17-17",167.741106442577,167.741106442577,163.758263305322,99.2553571428571,417,345
"17-18",245.277030812325,245.277030812325,236.486414565826,152.671428571429,527,350
"17-19",192.290406162465,192.290406162465,184.39299719888,112.594642857143,390,324
"17-20",293.818487394958,293.818487394958,278.391596638655,184.886904761905,556,411.195954487989
"17-21",306.078734634852,306.078734634852,297.053036876356,199.815516992046,660,504
"17-22",237.494873463485,237.494873463485,228.260303687636,145.936218365871,530,393
"17-23",207.612935647144,206.612935647144,201.544287780188,131.965733911786,667,527
"17-24",277.437093275488,277.437093275488,270.250976138829,182.834273318872,654,528
"17-25",203.599833694866,203.599833694866,197.473065798988,128.129125090383,436,338
"17-26",115.43837535014,115.43837535014,111.470868347339,72.325,220,185.804045512011
"17-27",194.941386554622,194.941386554622,185.791036414566,129.43630952381,432,316
"17-28",173.032773109244,173.032773109244,170.132072829132,109.439285714286,440,314
"17-29",209.053911785973,209.053911785973,203.571945046999,134.346811279826,520,405
"18-01",443.780080346071,443.780080346071,432.838361248736,282.465012029053,818,383.487748851455
"18-02",298.339592690485,298.339592690485,288.38689074543,189.653209926745,541,370.87802907916
"18-03",172.240341613665,172.240341613665,159.6376175047,92.5734769390776,382,233
"18-04",293.023538435946,293.023538435946,283.707862472198,201.82818820891,578,455.801315789474
"18-05",401.022428824033,401.022428824033,389.547041753692,262.206251655792,783,498
"18-06",392.670539372432,392.670539372432,379.602208904004,266.424971350942,760,524
"18-07",371.141212440469,371.141212440469,360.647829140713,261.167166330887,692,503
"18-08",101.451928077123,101.451928077123,94.0446717868715,54.7014740589624,254,183
"18-09",449.85598623945,449.85598623945,435.018242729709,281.086025441018,921,610.516441005803
"18-10",436.478699579198,436.478699579198,425.646153324831,288.694510162714,839,562
"18-11",322.987695383497,322.987695383497,315.971537622683,216.749672846238,680,534
"18-12",353.860544085664,353.860544085664,342.209759163078,245.317373035383,693,555
"18-13",175.745955838234,175.745955838234,169.127151086043,110.613678547142,416,288
"18-14",409.530123204928,409.530123204928,393.546353854154,246.701090043602,868,433
"18-15",280.138179527181,280.138179527181,262.51897275891,151.70635025401,576,321
"18-16",414.553700148006,414.553700148006,399.36225049002,264.270290811632,900,488
