"warddiv","n_apps","n_req","n_mailed","n_ret","n_reg","turnout_16"
"40-24",270.913380994559,270.913380994559,251.846345269729,168.46703572483,700,492
"40-25",240.474676283268,240.474676283268,230.831007212451,150.37700240415,545,399
"40-26",168.25105128854,168.25105128854,163.123705133072,112.777346155468,486,318
"40-27",173.308551343655,173.308551343655,151.8723082399,90.4705463605624,451,275
"40-28",341.832167645489,341.832167645489,319.872045737676,200.569051432639,808,560
"40-29",203.646956753871,203.646956753871,193.181282256629,110.343121551878,593,384
"40-30",265.141975308642,265.141975308642,259.012345679012,179.312345679012,610,449
"40-31",207.197366079374,207.197366079374,198.161772557395,125.908569140416,532,372
"40-32",248.888966008187,248.888966008187,234.338957109806,155.044456308952,616,410
"40-33",142.253131722131,142.253131722131,130.231515458265,76.1882829305327,445,262
"40-34",93.7995212788393,93.7995212788393,90.1788076257961,59.6873803197098,290,213
"40-35",233.758462359851,233.758462359851,222.719665420893,147.829507029721,555,395
"40-36",223.002936465563,223.002936465563,206.887213027229,143.820964584446,505,346
"40-37",348.683947321587,348.683947321587,329.599902117815,224.173171382808,766,528
"40-38",320.386286613411,320.386286613411,309.410614863229,229.379569111595,717,552
"40-39",188.48110873821,188.48110873821,173.708929524826,103.757350062289,477,311
"40-40",460.369765190027,460.369765190027,446.195836359235,340.630476882111,824,606
"40-41",197.320697633031,197.320697633031,176.466386367681,123.8057483538,468,332
"40-42",291.822254849617,291.822254849617,275.345969033636,185.023936643531,613,459
"40-43",210.864806905143,210.864806905143,199.763098416088,134.652277985407,446,302
"40-44",288.089330841787,288.089330841787,264.543126001068,185.98938423207,596,454
"40-45",294.053941982559,294.053941982559,287.097076882007,214.531375689624,561,447
"40-46",286.193851219078,286.193851219078,270.899047873287,193.837515572166,588,410
"40-47",63.51286431313,63.51286431313,59.9263149015142,34.3365494116158,204,137
"40-48",303.441751201281,303.441751201281,288.89334401139,217.6589873643,600,442
"40-49",295.118143797829,295.118143797829,283.903870795515,200.324586225307,609,431
"40-50",290.607047517352,290.607047517352,273.612644598683,195.07031500267,590,433
"40-51",183.182479088806,183.182479088806,176.539628937533,107.362689090586,476,330
"41-01",166.98752228164,166.98752228164,158.48752228164,98,475,303
"41-02",189.146167557932,189.146167557932,177.646167557932,107,570,331
"41-03",138.866310160428,138.866310160428,135.866310160428,74,435,287
"41-04",168.005323585072,168.005323585072,162.505323585072,95.0875819690168,505,360
"41-05",109.174599492794,109.174599492794,103.138507453455,54.7998855693697,336,220
"41-06",174.530069701171,174.530069701171,165.780069701171,84.5253215495995,553,346
"41-07",116.452984474547,116.452984474547,110.409191563061,63.9627574689182,406,283
"41-08",180.495176756007,180.495176756007,178.578510089341,91.025032732594,551,353
"41-09",182.947567060558,182.947567060558,176.947567060558,106.045228468005,516,329
"41-10",155.088906126221,155.088906126221,150.422239459555,96.8492683302526,502,362
"41-11",149.827665918493,149.827665918493,142.24433258516,81.46852719831,458,278
"41-12",148.617602158701,148.617602158701,147.367602158701,77.9170162727753,485,295
"41-13",176.957944393099,176.957944393099,167.541277726433,89.7243106900801,553,361
"41-14",179.941245543966,179.941245543966,174.441245543966,103.899701555761,507,306
"41-15",177.101507624769,177.101507624769,173.434840958102,105.716945856439,514,370
"41-16",124.502273952557,124.502273952557,123.58560728589,65.009063077634,364,242
"41-17",143.931615834874,143.931615834874,139.34828250154,82.2675831792976,415,275.593073593074
"41-18",124.953542821935,124.953542821935,122.620209488601,78.5457178065311,390,286
"41-19",144.371456595016,144.371456595016,140.321614079682,89.4828608793354,410,321
"41-20",163.607713889622,163.607713889622,161.441047222956,92.279206275856,472,302
"41-21",153.469046518792,153.469046518792,150.219046518792,94.1411814540973,447,322
"41-22",147.228694932224,147.228694932224,142.812028265558,87.3065484442391,451,332
"41-23",157.026836860621,157.026836860621,154.133051518668,95.514689359194,486,360
"41-24",155.573342727156,155.573342727156,154.511564531875,92.2186679191763,500,341
"41-25",173.33455021565,173.33455021565,169.58455021565,97.2199784349969,536,410
"41-26",132.430836028959,132.430836028959,128.597502695625,62.7174387707948,413,277
"42-01",276.344919140719,276.344919140719,269.678252474053,163.166666666667,816,551
"42-02",184.503770762607,184.503770762607,178.063027926276,104.501866520987,546,378
"42-03",175.44660709408,175.44660709408,170.92015062239,100.58519530183,602,426.955699903121
"42-04",176.569136067429,176.569136067429,167.293538065322,93.9291860147501,577,330.508785332315
"42-05",239.5433488118,239.5433488118,237.593631066193,135.490881362105,747,556
"42-06",158.662130435348,158.662130435348,155.888834692577,79.7297368660657,512,345
"42-07",157.610247005112,157.610247005112,153.385819643345,79.5567058180825,546,379.535514764565
"42-08",225.550628894005,225.550628894005,219.103213407734,119.598575070564,688,466
"42-09",185.794543515303,185.794543515303,182.102005697116,100.781098060639,580,351
"42-10",207.352384854515,207.352384854515,203.242712113526,120.177232996449,583,398
"42-11",214.166099556457,214.166099556457,206.853617278651,120.254042611308,663,503
"42-12",181.063904235727,181.063904235727,178.563904235727,106.484898710866,535,374
"42-13",287.543426830996,287.543426830996,276.210093497663,162.398767530812,834,670
"42-14",268.5595693441,268.5595693441,264.392902677433,152.163252585352,737,479
"42-15",323.487753222836,323.487753222836,314.487753222836,204.634162062615,809,559
"42-16",252.731498795863,252.731498795863,248.731498795863,178.159031024224,622,421
"42-17",187.527794305142,187.527794305142,182.361127638476,115.976044765548,602,407
"42-18",263.573338999858,263.573338999858,257.740005666525,150.690834395807,626,497
"42-19",244.884105397365,244.884105397365,239.050772064032,132.609519762006,695,481
"42-20",250.975194786797,250.975194786797,245.30852812013,136.305765689191,760,533
"42-21",135.711991783539,135.711991783539,132.711991783539,74.8116234594135,468,320
"42-22",205.143486036862,205.143486036862,200.779403883925,110.448575070564,685,473
"42-23",150.655080859281,150.655080859281,149.321747525947,94.8333333333333,405,301
"42-24",277.684509137272,277.684509137272,272.017842470605,164.081470463238,668,489
"42-25",197.938093214336,197.938093214336,186.938093214336,112.467559144355,529,360
"43-01",126.395621805127,126.395621805127,120.043675290384,61.2969589365383,390,285
"43-02",225.659369675212,225.659369675212,218.128347706195,144.133820449786,716,545
"43-03",154.402850509229,154.402850509229,145.126198930815,82.8865610488937,586,426
"43-04",170.064469764961,170.064469764961,164.053080084806,99.1630610944187,629,438
"43-05",164.123749691081,164.123749691081,156.432382513235,87.6229035782573,545,401
"43-06",175.965358150909,175.965358150909,166.940696661074,99.3392970955112,536,396
"43-07",228.80450241282,228.80450241282,217.770358736229,126.581862878995,765,521
"43-08",164.41065998101,164.41065998101,156.217692928032,86.4769598470363,578,396
"43-09",148.023473940245,148.023473940245,141.586282046279,85.960343257762,451,306
"43-10",115.961409841183,115.961409841183,105.244981855075,64.6245197122826,350,251
"43-11",95.0531139033051,95.0531139033051,91.7009332604935,47.781931166348,398,275
"43-12",113.995897555963,113.995897555963,108.723109090673,55.1095192570336,491,355
"43-13",142.968775770346,142.968775770346,134.663278313237,80.1813393426204,504,326
"43-14",141.471706923687,141.471706923687,136.11663870137,78.6688108895566,480,306
"43-15",111.237081983845,111.237081983845,106.719405314707,55.5427843030137,394,319
"43-16",144.837410413496,144.837410413496,140.650452647598,81.1777519803332,466,311
"43-17",115.953442332956,115.953442332956,106.181980593385,58.8335655103342,465,307
"43-18",166.321528075857,166.321528075857,157.62606365682,96.1349175999272,613,459
"43-19",171.58032153588,171.58032153588,165.186144821217,85.2092370026404,605,436
"43-20",172.657484944265,172.657484944265,166.850777825471,103.996949831558,533,363
"43-21",143.293505547534,143.293505547534,139.040583499174,84.0537876718565,439,296
"43-22",93.3620653997737,93.3620653997737,86.6491883560307,50.4901393062005,288,190
"43-23",104.167007453077,104.167007453077,100.902413470168,63.0188245470272,323,258
"43-24",156.596055592409,156.596055592409,154.744616355146,81.0100746608395,411,310
"43-25",133.990087928097,133.990087928097,128.76800184701,71.7712692342711,503,364
"44-01",194.274488790178,194.274488790178,188.179622861174,117.447717684269,525,371
"44-02",226.527198537569,226.527198537569,223.096804961772,142.547764779379,572,408
"44-03",153.291896046901,153.291896046901,146.437366579294,92.9458956482043,383,296
"44-04",189.466830184149,189.466830184149,184.541058672874,126.873324140338,471,344
"44-05",143.352049470986,143.352049470986,137.464886982852,84.1807928096772,376,264
"44-06",235.686862743136,235.686862743136,226.206095667176,147.688544494319,579,437
"44-07",235.175494480127,235.175494480127,229.161814258517,135.505514537234,584,428
"44-08",185.093066495627,185.093066495627,181.025371591904,113.652525646641,397,269
"44-09",159.389096074024,159.389096074024,152.633306043366,97.2433982178706,421,326
"44-10",197.990573122661,197.990573122661,194.211019922232,129.975355658861,534,309
"44-11",208.547787622916,208.547787622916,202.449793630044,135.136023590537,572,429
"44-12",112.346815484991,112.346815484991,108.132062228536,68.5736955655007,282,222
"44-13",173.594489760982,173.594489760982,161.310828503398,109.150121220812,448,347
"44-14",227.050186435126,227.050186435126,221.441548465722,148.765901083966,482,390
"44-15",209.82369441684,209.82369441684,194.64628884235,125.746527059865,504,379
"44-16",177.005204769241,177.005204769241,173.063606966667,109.466391210296,455,331
"44-17",141.1474745201,141.1474745201,138.043411927698,89.151567829927,396,262
"44-18",148.117736978072,148.117736978072,144.595887218513,92.5163672922053,405,287
"44-19",189.913190002646,189.913190002646,183.886017865758,129.665831404694,504,385
"45-01",130.964310014226,130.964310014226,125.402517473867,74.0374219088266,610,395
"45-02",123.006278221068,123.006278221068,118.617090369271,59.1684604441146,509,359
"45-03",183.668107874064,183.668107874064,180.075975753077,100.11945939259,897,638
"45-04",159.792694995979,159.792694995979,154.723201583473,100.583627141708,683,515
"45-05",193.69917115111,193.69917115111,191.634131255026,125.556906043174,626,463
"45-06",184.024921135647,184.024921135647,183.461829652997,112.078548895899,602,368
"45-07",155.604301973155,155.604301973155,154.555684418878,98.5417053256634,472,320
"45-08",140.812572894798,140.812572894798,138.195008164217,86.7544903195708,569,327
"45-09",140.290529507814,140.290529507814,137.674539304875,72.7466176813623,578,312
"45-10",129.998950314906,129.998950314906,126.391882435269,77.0353393981805,516,306
"45-11",142.783181712153,142.783181712153,140.667716351761,68.9106601352927,570,409
"45-12",101.224809797736,101.224809797736,98.190295045463,52.3737551803056,299,177
"45-13",136.861791462561,136.861791462561,135.764520643807,69.1530207604385,492,282
"45-14",47.7301142990436,47.7301142990436,46.7017728014929,26.475040821087,138,101
"45-15",209.74788148698,209.74788148698,208.680522051092,135.070823281994,662,405
"45-16",105.332400279916,105.332400279916,100.237228831351,48.4758572428272,481,291
"45-17",164.596804292046,164.596804292046,161.470842080709,82.2964777233497,608,417
"45-18",104.162305931836,104.162305931836,102.44822787159,55.4511350281438,435,266
"45-19",127.197457429438,127.197457429438,124.588115232097,71.3800443200373,511,300
"45-20",171.689429083936,171.689429083936,167.124853095812,96.3874559287437,660,502
"45-21",105.396197807324,105.396197807324,105.30837415442,47.772451597854,436,271
"45-22",176.153222613967,176.153222613967,175.603862806952,113.912825508752,481,343
"45-23",141.334663202821,141.334663202821,133.77110781221,85.381332343663,631,458
"45-24",252.887115729573,252.887115729573,250.30518958372,169.491556875116,798,539
"45-25",136.41320282056,136.41320282056,133.857812210058,81.0823436630173,552,366
"46-01",456.414244839259,456.414244839259,436.4303989038,330.08603079491,736,600
"46-02",319.520118488075,319.520118488075,311.521676798539,224.540860322868,580,477
"46-03",343.743540107096,343.743540107096,323.986147933799,239.543824723325,659,512
"46-04",237.376893661158,237.376893661158,231.095113117958,165.202342197407,534,313
"46-05",223.916637112244,223.916637112244,210.757430327419,134.474966089398,484,384
"46-06",301.003444536074,301.003444536074,286.348952639319,208.620430330424,639,516
"46-07",342.536813613292,342.536813613292,330.965560415631,250.021431708834,584,429
"46-08",515.476449088487,515.476449088487,500.263191056969,373.871971226412,860,655
"46-09",356.661292005209,356.661292005209,346.851180111488,259.135569893394,615,517
"46-10",299.535151532904,299.535151532904,289.916710361602,198.228048622198,526,400
"46-11",306.112401741871,306.112401741871,297.564906394721,210.609670492594,611,455
"46-12",271.369540956347,271.369540956347,258.361877648444,174.970288829705,615,439
"46-13",222.337186636744,222.337186636744,213.983718291897,138.993376204146,510,409
"46-14",185.982333064452,185.982333064452,179.133596431538,125.583855624203,465,306
"46-15",245.147117185728,245.147117185728,233.559982259836,163.755133006169,579,402
"46-16",483.621454858717,483.621454858717,460.898493325282,326.280331587857,851,616
"46-17",519.360392717069,519.360392717069,498.781997263118,382.730406431523,882,767
"46-18",362.387461639335,362.387461639335,350.276147365037,275.112017309053,604,432
"46-19",507.507959152558,507.507959152558,490.35617886472,375.386584845603,827,692
"46-20",205.41834420876,205.41834420876,197.679912268052,130.759421627078,522,401
"46-21",166.393203571767,166.393203571767,160.588349961921,117.293873822517,437,341
"46-22",459.64177501809,459.64177501809,436.362527855991,310.288589111382,915,635
"46-23",466.15367582666,466.15367582666,447.555433582537,337.683158147332,816,584
"47-01",381.011268259357,381.011268259357,368.721314621567,231.586005027353,859,409
"47-02",190.75967035374,190.75967035374,176.663434089001,110.96827839229,456,299
"47-03",314.110452227107,314.110452227107,275.482784574787,155.494003942613,822,603
"47-04",113.182747677978,113.182747677978,108.777018112031,72.3919658828376,360,206
"47-05",139.052233234768,139.052233234768,126.406654072208,82.1656499835725,454,337
"47-06",151.908406214309,151.908406214309,137.924127383951,78.488305797623,456,409
"47-07",145.06409119118,145.06409119118,131.01905961377,87.7801263096411,422,379
"47-08",129.470244222977,129.470244222977,120.875650713686,68.1783740371628,427,215
"47-09",109.161255612748,109.161255612748,103.640994962217,58.3977092687913,309,220
"47-10",103.723805873242,103.723805873242,97.0418615809044,59.3063485979213,233,163
"47-11",93.8065071368598,93.8065071368598,90.6222082283795,52.3371956339211,281,218
"47-12",179.667658969184,179.667658969184,159.757349766103,84.4269510980386,524,447
"47-13",146.552922279414,146.552922279414,140.49932829555,91.7310426021246,315,224
"47-14",75.4698298835469,75.4698298835469,66.9245591939547,39.1644160917023,179,215
"48-01",263.922786458333,263.922786458333,253.422786458333,173.664322916667,543,361
"48-02",292.572526041667,292.572526041667,283.739192708333,201.401302083333,595,404
"48-03",270.445669364592,270.445669364592,258.411387105777,163.004744627407,651,452
"48-04",246.81314382896,246.81314382896,236.689480077745,161.438483965015,598,403
"48-05",236.723763393029,236.723763393029,226.850748252248,159.116642502924,463,311
"48-06",200.39416909621,200.39416909621,195.911795432459,122.442340864917,463,339
"48-07",253.406559766764,253.406559766764,240.119691448008,166.898013848396,550,367
"48-08",277.817954324587,277.817954324587,272.509317298348,194.26059888241,618,449
"48-09",199.766180758017,199.766180758017,191.501627793975,132.685993683188,453,318
"48-10",171.957264334305,171.957264334305,168.591557337221,113.092340864917,469,285
"48-11",144.501141885326,144.501141885326,141.445638969874,84.8909803206997,326,207.44920993228
"48-12",274.822643343051,274.822643343051,268.748311467444,169.370730077745,605,394
"48-13",329.5046875,329.5046875,316.838020833333,202.934375,656,444
"48-14",258.06151720924,258.06151720924,251.805219359563,182.054453764729,485,297
"48-15",241.154105928086,241.154105928086,235.998566569485,158.053085519922,567,396
"48-16",211.2527696793,211.2527696793,206.63250728863,139.130490767736,551,368
"48-17",284.258746355685,284.258746355685,279.173675898931,182.229792274052,617,467
"48-18",259.407342208017,259.407342208017,247.841239270475,173.382587415084,458,285
"48-19",183.878012633625,183.878012633625,177.10074101069,118.79404154519,418,275
"48-20",299.157452899274,299.157452899274,289.565824512349,205.74977032155,495,331
"48-21",372.877356656949,371.877356656949,362.977879008746,238.232841350826,963,722
"48-22",122.064868804665,122.064868804665,120.128522837707,76.5999028182702,296,200
"48-23",245.98231292517,245.98231292517,237.219132653061,158.803443877551,548,444.55079006772
"49-01",207.169950963177,207.169950963177,203.193806662244,118.466343439862,578,394
"49-02",328.761840038661,328.761840038661,322.295276066208,213.965331641899,722,536
"49-03",442.09482904434,442.09482904434,430.026144738432,277.426229310137,1008,726
"49-04",186.543524223753,186.543524223753,179.508910233176,111.116648544159,512,397
"49-05",244.403950706778,244.403950706778,236.10634891869,155.685489911804,697,518
"49-06",298.916606258306,298.916606258306,287.464479884016,203.144309532439,523,440
"49-07",382.936396037212,382.936396037212,366.300869880391,247.995173371995,772,540
"49-08",376.827032741331,376.827032741331,362.778585236197,253.579817566751,711,545
"49-09",388.177534130724,388.177534130724,380.273402198864,234.503715114172,1037,714
"49-10",266.946321130845,266.946321130845,255.403491603238,164.290117192219,630,426
"49-11",235.534964359067,235.534964359067,227.742376464903,157.070309290806,618,448
"49-12",261.640860215054,261.640860215054,243.84247311828,129.229032258065,705,488
"49-13",141.512444122267,141.512444122267,138.150477226048,80.238902984173,410,293
"49-14",215.032276187024,215.032276187024,212.161731303612,134.483750151021,553,398
"49-15",240.535701341066,240.535701341066,224.492388546575,141.21306632838,628,448
"49-16",245.738431798961,245.738431798961,243.697897789054,152.676942128791,596,452
"49-17",281.033079618219,281.033079618219,265.567482179534,162.552766702912,706,504
"49-18",339.884964359067,339.884964359067,328.675709798236,220.586975957473,621,515
"49-19",223.682233901172,223.682233901172,211.970200555757,146.023100157062,682,499
"49-20",367.864570496557,367.864570496557,351.150785308687,244.012540775643,704,544
"49-21",460.591881116346,460.591881116346,446.859429745077,308.738534493174,948,620
"49-22",354.340558173251,354.340558173251,338.531539205026,218.467246586928,872,642
"50-01",302.666695608551,302.666695608551,294.112169097785,216.416919425793,533,404
"50-02",413.637566566335,413.637566566335,399.538346067763,313.371732139641,670,531
"50-03",402.085884078104,402.085884078104,389.43623331018,308.901165393224,680,459.339731285989
"50-04",373.905103419001,373.905103419001,363.304547734815,279.84060160531,627,533
"50-05",394.102280620514,394.102280620514,383.329401095933,299.126584085822,610,505
"50-06",308.011909907129,308.011909907129,297.410946463945,237.528245993157,530,423
"50-07",441.098437138226,441.098437138226,428.584138560881,325.933176404003,693,557
"50-08",440.562445010419,440.562445010419,428.092235857066,330.845194360835,689,542
"50-09",404.259283270304,404.259283270304,396.526744874071,301.969380772298,614,512
"50-10",326.824790975277,326.824790975277,318.992403076844,239.463121607368,561,427
"50-11",272.710266651231,272.710266651231,262.010752874894,202.771170023925,464,347.331738437001
"50-12",402.050785932958,402.050785932958,388.699453319956,293.44453577217,618,580.660268714011
"50-13",367.138793702246,367.138793702246,350.95383962337,264.158798332947,572,434
"50-14",309.905277713462,309.905277713462,303.136668724756,234.289398909213,549,396
"50-15",376.883632399475,376.883632399475,366.346382264413,278.546262637956,597,454
"50-16",465.969924236577,465.969924236577,441.906472048571,318.508343623781,780,593
"50-17",349.111759409328,349.111759409328,334.464175091971,254.742725296494,603,491
"50-18",358.657277919271,358.657277919271,348.468297059504,251.183719225129,597,467
"50-19",419.180579995369,419.180579995369,407.267868719611,304.425239896067,712,591
"50-20",381.780468729901,381.780468729901,367.946429214582,275.369082992462,674,503
"50-21",504.718389673536,504.718389673536,486.160339970672,400.229412672687,751,604
"50-22",412.342855213398,412.342855213398,398.532998250624,297.87641172082,728,560
"50-23",291.715933472254,291.715933472254,286.185366983098,219.807088832291,497,416
"50-24",391.320521725708,391.320521725708,378.740923824959,281.665096087057,680,527
"50-25",321.458386071879,321.458386071879,311.966963160197,234.784561112397,528,385
"50-26",373.522934192586,373.522934192586,364.676820122971,268.281852795143,638,494
"50-27",375.162648246765,375.162648246765,363.250018008284,279.554561884181,588,492.668261562999
"50-28",389.422878881428,389.422878881428,374.343669445088,278.218486146485,680,533
"50-29",410.022368217952,410.022368217952,397.180645596975,306.970031643127,682,561
"50-30",325.133875511307,325.133875511307,312.42193601914,222.92433819557,527,430
"51-01",192.951546391753,192.951546391753,185.577835051546,117.464089347079,446,338
"51-02",212.477524818956,212.477524818956,203.506806905596,136.304869494878,470,330
"51-03",257.410222222222,257.410222222222,246.212,150.729777777778,581,357.182662538699
"51-04",254,254,241,160,614,440.696202531646
"51-05",295.221589948069,295.221589948069,281.758670083741,189.861835749238,624,436
"51-06",397.697327634249,397.697327634249,386.696192361365,292.666927286356,689,519
"51-07",208.146501457726,208.146501457726,196.636601068999,133.844928328474,493,305
"51-08",159.106073858115,159.106073858115,149.246319241983,109.000078960155,375,282.817337461301
"51-09",175.949037037037,175.949037037037,167.299111111111,104.633185185185,441,327
"51-10",181.297777777778,181.297777777778,170.146666666667,111.302222222222,439,302
"51-11",172.189893100097,172.189893100097,166.852429543246,114.956049562682,409,295
"51-12",233.842857142857,233.842857142857,216.730952380952,151.508333333333,529,393
"51-13",265.364892575118,265.364892575118,256.032552938844,175.680385101266,586,397
"51-14",358.768207815286,358.768207815286,340.70228984815,244.702678937573,706,489
"51-15",261.98853728787,261.98853728787,253.753105778274,176.469539652224,552,407
"51-16",234.757679906447,234.757679906447,223.745444825986,156.440091006593,496,344
"51-17",244.75835407298,244.75835407298,236.735758571261,157.084780008169,539,377
"51-18",248.731758161452,248.731758161452,238.602733915559,166.960960146968,553,433
"51-19",177.632284094989,177.632284094989,168.380648049258,120.250844272601,402,312
"51-20",159.735257149767,159.735257149767,153.104546311443,115.369815433192,358,264.303797468354
"51-21",123.070518518519,123.070518518519,119.436888888889,71.1005925925926,402,271
"51-22",197.48162962963,197.48162962963,185.303555555556,104.689481481481,538,366
"51-23",178.769286150992,178.769286150992,173.974860329307,110.755518310037,442,321
"51-24",211.790814814815,211.790814814815,202.601777777778,123.544740740741,567,399
"51-25",212.837182082753,212.837182082753,197.232053228732,129.188462187355,632,465
"51-26",182.006699277926,182.006699277926,174.041775533594,114.372938025089,419,327
"51-27",170.354614281496,170.354614281496,161.670127377789,108.351153570374,440,308
"51-28",220.247603049926,220.247603049926,212.358151613063,154.558247411453,539,390
"52-01",164.960945111038,164.960945111038,160.154828267737,104.800657849395,439,287
"52-02",305.579017183231,305.579017183231,295.584244629268,194.9981378349,537,562.963669391462
"52-03",171.023245975795,171.023245975795,166.217922820341,91.74073706626,384,133
"52-04",195.11920535617,195.11920535617,191.483116681006,137.675307081608,342,232
"52-05",271.473068705982,271.473068705982,251.651675895006,175.265614156446,557,645
"52-06",306.683637246859,306.683637246859,298.090825568754,223.101405442579,516,245.036330608538
"52-07",384.760049155289,384.760049155289,374.095248099707,266.021108984235,690,428
"52-08",298.719910949113,298.719910949113,293.027986333896,214.418888937059,474,490
"52-09",370.810863556092,370.810863556092,363.208434248779,265.150987070521,685,487
"52-10",275.830766353416,275.330766353416,268.571007883521,175.052129117673,493,389
"52-11",342.47040883817,342.47040883817,332.586700448423,239.221738320894,618,477
"52-12",506.661246134384,506.661246134384,493.739301888177,325.752062699117,837,544
"52-13",328.892328795751,328.892328795751,319.021598869717,225.813872085087,646,510
"52-14",293.524404281528,293.524404281528,280.677401986941,203.414146107382,569,427
"52-15",329.443019926887,329.443019926887,316.168030104078,215.837352456248,626,517
"52-16",377.884968961695,377.884968961695,355.592405588493,246.84489173068,718,616
"52-17",314.651316309453,314.651316309453,297.671934225593,216.524253961792,663,490
"52-18",328.997799856414,328.997799856414,311.041619266637,219.549210413281,617,460
"52-19",284.333939807149,284.333939807149,274.495473037843,200.803897430247,589,482
"52-20",271.29073901195,271.29073901195,265.294307099139,189.963580784445,534,246.165137614679
"52-21",220.83973363658,220.83973363658,214.442580019075,153.314804946209,567,432
"52-22",303.74302893927,303.74302893927,289.983396113929,188.941892545876,615,511
"52-23",305.235894193271,305.235894193271,293.735162030731,205.956653229715,620,471
"52-24",300.625189821177,300.625189821177,291.451032895536,201.756131455289,613,470
"52-25",334.258038909005,334.258038909005,320.566347679346,212.68006877638,692,561
"52-26",292.650946521203,292.650946521203,278.298587810702,187.103747246547,660,538
"52-27",316.490998849136,316.490998849136,299.569950098609,216.511555549094,673,523
"52-28",231.166899659626,231.166899659626,225.908401752783,155.183991627371,466,299
"53-01",232.603877404093,232.603877404093,219.851810140903,133.306201789571,601,404
"53-02",259.611209770217,259.611209770217,255.694543103551,145.258930329668,631,442
"53-03",259.494266106742,259.494266106742,255.077599440075,159.067992336619,591,431
"53-04",250.13260792199,250.13260792199,238.299274588657,148.466201644187,597,452
"53-05",291.676576271991,291.676576271991,284.926576271991,196.586333440099,687,476
"53-06",207.817582476245,207.817582476245,202.750915809578,132.971573721485,499,402
"53-07",254.00870552926,254.00870552926,241.25870552926,133.918159009217,619,410
"53-08",166.240280792911,166.240280792911,162.456947459577,95.484775258906,416,278
"53-09",201.896248383691,201.896248383691,198.646248383691,131.472806268313,421,303
"53-10",172.12874750669,172.12874750669,167.795414173356,103.876945798783,395,271
"53-11",193.799061651067,193.799061651067,190.215728317734,110.100434179152,456,313
"53-12",257.339534621635,257.339534621635,251.672867954969,157.577387688767,624,449
"53-13",208.479485628196,208.479485628196,204.229485628196,123.251717142959,573,384
"53-14",223.637094439897,223.637094439897,215.553761106564,143.945120229664,483,320
"53-15",265.45425426087,265.45425426087,255.870920927537,169.146300749561,563,402
"53-16",229.837403466316,229.837403466316,225.337403466316,159.531976820053,495,347
"53-17",193.888146417683,193.888146417683,187.121479751016,126.616317899807,457,346
"53-18",262.830753763479,262.830753763479,257.497420430146,168.095062101854,566,435
"53-19",264.324786172699,264.324786172699,256.291452839366,167.173697759114,553,434
"53-20",247.039534621635,247.039534621635,244.289534621635,168.2607210221,621,469
"53-21",285.45459209699,285.45459209699,276.70459209699,195.017934208809,674,493
"53-22",249.759078614897,249.759078614897,243.675745281564,166.18018612762,535,410
"53-23",179.797825545393,179.797825545393,175.547825545393,102.519674484264,387,296
"54-01",189.841437827831,189.841437827831,181.316913504063,106.656906304638,475,332
"54-02",246.210282690962,246.210282690962,240.960282690962,135.265027225168,598,403
"54-03",186.032273603083,186.032273603083,179.955339939444,112.3782686485,496,337
"54-04",231.176300578035,231.176300578035,227.763143407652,130.812276355629,523,344
"54-05",166.695568400771,166.695568400771,165.62276355629,98.7701624002202,468,321
"54-06",195.986512524085,195.986512524085,193.907789705478,125.88900357831,485,323
"54-07",183.608863198459,183.608863198459,181.540187173135,102.828722818607,434,301
"54-08",155.803468208092,155.803468208092,155.741398293421,97.4557528213598,384,278
"54-09",236.541907514451,236.541907514451,232.623245251858,139.845306908891,548,385
"54-10",159.02071706176,159.02071706176,153.971648155311,105.813873386012,381,254
"54-11",137.299614643545,137.299614643545,130.745664739884,75.3236994219653,347,244
"54-12",209.796242774566,209.796242774566,203.38927883292,127.191783649876,475,343
"54-13",148.321772639692,148.321772639692,144.250894577484,81.0919350399119,459,298
"54-14",124.024543662854,124.024543662854,121.986415796357,74.697716932825,278,202
"54-15",142.434961595845,142.434961595845,140.560074413807,87.2913282127793,315,236
"54-16",145.955684007707,145.955684007707,140.560968896229,85.0349573355354,388,279
"54-17",142.167630057803,142.167630057803,138.112028626479,80.8336085879438,357,274
"54-18",169.240366088632,169.240366088632,166.010666116157,105.378199834847,412,330
"54-19",155.374275662633,155.374275662633,153.833937485034,106.054347866129,325,214
"54-20",190.085636661693,190.085636661693,188.535904661914,114.83252933267,401,294
"54-21",148.225958261959,148.225958261959,146.678878635501,89.8079055460389,377,312
"54-22",142.720985061981,142.720985061981,141.674126466634,89.4739091193752,375,254
"55-01",183.807729211087,183.807729211087,182.034985785359,121.125781805259,538,360
"55-02",213.184559346127,213.184559346127,203.632675906183,120.269491826581,674,477
"55-03",202.382213930348,202.382213930348,195.649875621891,113.023507462687,576,391
"55-04",164.51303538175,164.51303538175,160.01303538175,101.586592178771,570,423
"55-05",212.873370577281,212.873370577281,209.873370577281,122.635009310987,596,404
"55-06",193.174822316987,193.174822316987,184.965191897655,111.714445628998,544,376
"55-07",210.200186219739,210.200186219739,200.200186219739,123.175046554935,647,498
"55-08",136.284275053305,136.284275053305,135.123649609097,85.2159381663113,385,359
"55-09",142.986547085202,142.986547085202,142.963057868887,89.3053598120863,393,302
"55-10",144.421674140508,144.421674140508,141.393380311766,84.2011531069827,464,322
"55-11",143.459594882729,143.459594882729,138.429637526652,91.3699360341151,379,363
"55-12",157.539978678038,157.539978678038,153.706823027719,94.3747334754797,412,376
